"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"76.6","76.8","76.9","77.0","77.5","77.5","77.7","78.0","78.0","78.4","78.5","78.6","78.7","78.7","78.7","78.7"
